,AAPL,ADI,ADSK,AVGO,BBBY,BIDU,BIIB,EA,GOOGL,LBTYA,MSFT,PAYX,XLNX,NDX
28708,110.1542,64.23,71.35,176.45,39.43,171.95,295.28,81.6,802.86,32.05,60.49,54.52,51.2,4772.351
28709,110.16,64.22,71.31,176.53,39.43,171.86,295.14,81.61,803.1967,32.05,60.48,54.519,51.2,4772.302
28710,110.15,64.225,71.26,176.48,39.44,171.83,295.14,81.6,803.2136,32.05,60.47,54.515,51.2,4772.569
28711,110.14,64.24,71.24,176.525,39.44,171.88,295.09,81.6,803.75,32.03,60.48,54.515,51.2,4773.017
28712,110.2,64.26,71.32,176.59,39.44,171.94,295.01,81.62,803.59,32.03,60.48,54.54,51.21,4773.814
28713,110.23,64.26,71.305,176.59,39.4499,171.92,295.08,81.61,803.639,32.04,60.4805,54.519,51.211,4773.998
28714,110.2137,64.24,71.33,176.56,39.44,171.81,294.8376,81.58,803.8719,32.01,60.444,54.525,51.21,4772.48
28715,110.2201,64.24,71.31,176.56,39.46,171.85,293.9,81.57,803.878,31.99,60.45,54.52,51.2,4772.418
28716,110.27,64.29,71.32,176.65,39.48,171.92,294.17,81.6,803.8,32.03,60.48,54.52,51.25,4773.978
28717,110.2967,64.3,71.38,176.66,39.49,171.99,294.54,81.64,804.01,32.06,60.48,54.519,51.26,4774.973
28718,110.33,64.29,71.38,176.6505,39.49,171.9663,294.69,81.61,803.9945,32.05,60.475,54.5165,51.265,4775.173
28719,110.34,64.295,71.41,176.67,39.505,172.05,295.05,81.6,804.0132,32.07,60.49,54.505,51.26,4775.841
28720,110.355,64.26,71.36,176.57,39.45,172.04,294.72,81.59,803.8199,32.05,60.48,54.5,51.23,4774.616
28721,110.34,64.2537,71.38,176.565,39.45,172.03,294.66,81.58,804.03,32.03,60.47,54.495,51.23,4774.333
28722,110.36,64.255,71.43,176.63,39.45,172.02,294.69,81.55,804.02,32.015,60.47,54.485,51.24,4774.125
28723,110.375,64.23,71.465,176.64,39.45,172.0,295.1,81.56,803.53,31.97,60.47,54.49,51.23,4774.975
28724,110.36,64.24,71.46,176.58,39.47,172.0,295.0,81.46,803.92,31.96,60.45,54.47,51.22,4774.397
28725,110.3667,64.205,71.46,176.61,39.46,172.03,295.04,81.46,803.9863,31.94,60.44,54.475,51.215,4774.05
28726,110.301,64.21,71.46,176.675,39.46,171.97,294.8558,81.445,803.88,31.97,60.444,54.4638,51.23,4773.995
28727,110.34,64.19,71.46,176.7,39.45,172.03,294.73,81.5,803.89,31.98,60.48,54.48,51.241,4774.961
28728,110.33,64.17,71.45,176.68,39.44,171.94,294.83,81.48,804.18,31.95,60.445,54.47,51.215,4774.403
28729,110.33,64.18,71.44,176.59,39.48,171.98,294.75,81.45,804.25,31.96,60.4453,54.465,51.22,4774.42
28730,110.35,64.175,71.435,176.59,39.4701,171.99,294.829,81.48,804.09,31.95,60.44,54.45,51.22,4774.367
28731,110.36,64.18,71.46,176.61,39.51,172.06,294.91,81.45,804.12,32.01,60.45,54.44,51.18,4775.08
28732,110.3967,64.16,71.43,176.57,39.51,172.15,294.9,81.48,804.35,32.02,60.4462,54.445,51.18,4775.667
28733,110.39,64.15,71.44,176.636,39.51,172.0474,294.63,81.38,804.445,31.97,60.44,54.44,51.18,4774.706
28734,110.429,64.14,71.455,176.7,39.51,172.091,294.64,81.3846,804.32,31.98,60.45,54.445,51.19,4775.007
28735,110.39,64.15,71.5,176.725,39.53,172.0,294.58,81.41,804.35,32.0,60.44,54.46,51.19,4775.436
28736,110.4,64.16,71.455,176.765,39.53,172.13,294.13,81.42,804.18,32.0,60.42,54.49,51.19,4774.431
28737,110.42,64.15,71.53,176.7375,39.55,172.12,294.0,81.41,804.0805,32.0,60.455,54.499,51.2,4774.729
28738,110.4137,64.14,71.545,176.775,39.54,172.04,294.0,81.4,804.204,31.975,60.4701,54.48,51.2,4774.093
28739,110.414,64.125,71.565,176.74,39.545,172.0,294.0,81.42,804.26,31.96,60.48,54.46,51.16,4774.099
28740,110.4498,64.12,71.565,176.745,39.56,171.99,293.915,81.3901,804.25,31.945,60.475,54.45,51.17,4774.235
28741,110.45,64.12,71.525,176.74,39.55,172.02,293.97,81.41,804.0423,31.96,60.47,54.48,51.16,4774.174
28742,110.44,64.13,71.525,176.84,39.57,172.08,294.5,81.405,804.19,32.0,60.4701,54.48,51.19,4775.048
28743,110.446,64.13,71.53,176.8,39.57,172.01,294.51,81.395,803.9786,32.03,60.46,54.469,51.17,4774.309
28744,110.45,64.12,71.53,176.7,39.58,171.99,294.39,81.34,803.96,32.005,60.444,54.46,51.16,4773.64
28745,110.4695,64.125,71.6,176.75,39.6,172.0,294.5699,81.33,803.713,32.02,60.4541,54.475,51.16,4774.057
28746,110.435,64.12,71.565,176.66,39.58,172.06,294.47,81.26,803.09,31.995,60.44,54.465,51.18,4773.071
28747,110.4,64.12,71.5618,176.69,39.58,172.05,294.2,81.21,802.94,31.98,60.425,54.465,51.16,4771.435
28748,110.41,64.14,71.56,176.655,39.587,172.05,294.44,81.14,802.9455,31.99,60.44,54.4601,51.18,4771.823
28749,110.415,64.18,71.5689,176.675,39.58,172.08,294.5,81.13,802.9761,31.98,60.4,54.465,51.18,4771.634
28750,110.45,64.21,71.58,176.73,39.6,172.06,294.3411,81.15,802.951,31.98,60.41,54.49,51.2,4771.521
28751,110.48,64.23,71.59,176.68,39.61,172.04,294.47,81.07,803.1,31.96,60.425,54.51,51.225,4772.816
28752,110.48,64.22,71.6025,176.67,39.62,172.02,294.28,81.11,803.22,31.96,60.429,54.5059,51.235,4772.674
28753,110.475,64.1898,71.595,176.55,39.62,171.985,294.286,81.11,803.23,31.94,60.4301,54.4801,51.22,4772.373
28754,110.459,64.19,71.59,176.6,39.62,172.0575,294.52,81.05,803.109,31.925,60.425,54.48,51.22,4772.047
28755,110.42,64.18,71.59,176.47,39.635,171.92,294.565,81.0,803.1,31.925,60.405,54.46,51.2,4770.848
28756,110.43,64.23,71.68,176.588,39.63,172.09,294.86,81.06,803.7537,31.9899,60.45,54.48,51.21,4773.55
28757,110.39,64.2,71.63,176.47,39.64,172.03,294.97,81.04,803.54,32.015,60.43,54.46,51.18,4772.535
28758,110.39,64.23,71.64,176.55,39.65,171.95,294.97,81.04,803.19,32.02,60.45,54.48,51.2,4772.808
28759,110.41,64.23,71.65,176.52,39.65,171.9769,294.79,81.1,803.21,32.05,60.445,54.493,51.22,4773.631
28760,110.4,64.22,71.65,176.57,39.66,171.97,294.82,81.13,803.65,32.05,60.465,54.49,51.21,4773.878
28761,110.37,64.17,71.6,176.44,39.66,171.92,294.78,81.07,803.2,32.06,60.45,54.47,51.17,4772.506
28762,110.3534,64.1699,71.5968,176.38,39.66,171.92,294.68,81.08,803.18,32.02,60.4511,54.4737,51.16,4772.085
28763,110.38,64.18,71.61,176.39,39.6655,171.86,294.82,80.99,802.68,32.02,60.445,54.475,51.17,4772.381
28764,110.3742,64.1741,71.61,176.41,39.67,171.89,294.8,80.95,802.66,32.01,60.4433,54.48,51.16,4772.019
28765,110.4107,64.165,71.63,176.48,39.67,171.83,295.0,80.9332,802.64,32.0,60.4433,54.46,51.16,4772.016
28766,110.3935,64.185,71.675,176.51,39.67,171.92,295.02,80.96,802.32,32.07,60.41,54.465,51.16,4772.012
28767,110.395,64.18,71.695,176.5,39.68,171.9,294.88,80.93,802.53,32.06,60.41,54.46,51.13,4771.4
28768,110.33,64.18,71.725,176.48,39.68,171.85,295.02,80.93,802.73,32.0736,60.39,54.46,51.13,4771.4
28769,110.3,64.155,71.7299,176.46,39.6866,171.85,295.0,80.94,802.64,32.07,60.41,54.465,51.11,4771.075
28770,110.2333,64.1467,71.72,176.42,39.67,171.8462,295.13,80.89,802.27,32.06,60.4,54.455,51.1,4770.54
28771,110.22,64.1241,71.75,176.43,39.67,171.89,295.36,80.87,802.57,32.04,60.385,54.46,51.0955,4769.84
28772,110.2552,64.14,71.79,176.42,39.7,172.01,295.42,80.91,802.61,32.11,60.39,54.47,51.111,4771.324
28773,110.2,64.15,71.775,176.43,39.7,171.93,295.44,80.9,802.4661,32.12,60.385,54.459,51.11,4770.636
28774,110.19,64.125,71.8,176.47,39.68,171.905,295.67,80.8,802.26,32.11,60.39,54.46,51.1,4770.315
28775,110.205,64.16,71.81,176.46,39.68,171.93,295.55,80.84,801.9,32.1,60.385,54.47,51.13,4769.792
28776,110.195,64.125,71.8,176.52,39.67,171.92,295.26,80.89,801.83,32.095,60.38,54.48,51.13,4769.114
28777,110.2042,64.1175,71.845,176.49,39.68,171.94,295.3,80.89,801.3592,32.075,60.3825,54.49,51.12,4769.0
28778,110.175,64.12,71.8,176.42,39.67,172.0,295.35,80.84,801.21,32.1,60.36,54.5,51.11,4768.485
28779,110.1742,64.11,71.79,176.4,39.68,171.98,295.3072,80.8,801.55,32.1399,60.345,54.505,51.11,4768.145
28780,110.18,64.1,71.8125,176.32,39.68,171.938,294.99,80.8,801.555,32.125,60.36,54.46,51.09,4767.872
28781,110.155,64.07,71.82,176.29,39.67,171.9,295.1,80.78,801.0631,32.11,60.3401,54.45,51.07,4767.128
28782,110.105,64.04,71.84,176.26,39.62,171.89,294.84,80.711,800.775,32.08,60.325,54.44,51.04,4765.079
28783,110.08,64.07,71.845,176.27,39.61,171.81,295.01,80.72,800.79,32.085,60.31,54.44,51.05,4765.038
28784,110.0,64.03,71.88,176.115,39.61,171.71,294.9599,80.7897,800.49,32.055,60.3,54.43,51.01,4763.436
28785,109.98,64.05,71.86,176.18,39.61,171.815,295.15,80.78,800.52,32.095,60.3144,54.42,51.0,4764.403
28786,109.95,64.05,71.87,176.18,39.61,171.82,295.15,80.785,800.265,32.11,60.3099,54.43,50.97,4763.683
28787,109.81,63.99,71.915,176.03,39.6002,171.66,295.27,80.76,799.41,32.115,60.305,54.4,50.945,4762.004
28788,109.84,63.98,71.925,175.965,39.59,171.68,295.11,80.86,800.0,32.09,60.32,54.4,50.9,4761.068
28789,109.76,63.97,71.9,175.99,39.58,171.5,295.1315,80.8486,800.01,32.115,60.305,54.32,50.901,4760.186
28790,109.79,63.98,71.91,175.981,39.5775,171.5,295.24,80.87,799.7,32.08,60.315,54.355,50.91,4760.518
28791,109.85,63.97,71.92,176.03,39.5775,171.5,295.1375,80.8175,799.695,32.1,60.3135,54.36,50.91,4761.027
28792,109.8993,64.0,71.9,176.0696,39.59,171.5101,295.01,80.79,799.65,32.1099,60.315,54.3844,50.92,4761.581
28793,109.895,64.0,71.9,176.03,39.57,171.48,294.93,80.83,799.67,32.11,60.32,54.4,50.92,4762.183
28794,109.86,64.01,71.9,176.05,39.55,171.47,294.75,80.7979,799.3672,32.1,60.3231,54.4,50.93,4761.164
28795,109.7932,64.015,71.9,176.03,39.54,171.5499,294.78,80.83,799.25,32.1,60.33,54.4,50.93,4761.089
28796,109.81,64.01,71.8725,175.95,39.53,171.47,294.54,80.86,799.21,32.09,60.3233,54.395,50.93,4760.315
28797,109.88,64.03,71.815,176.09,39.54,171.42,294.905,80.84,799.05,32.13,60.3299,54.37,50.95,4761.642
28798,109.874,64.005,71.79,176.11,39.545,171.38,295.0,80.87,798.87,32.14,60.325,54.37,50.941,4761.362
28799,109.8843,64.02,71.775,176.06,39.545,171.39,294.95,80.87,799.04,32.13,60.34,54.38,50.935,4762.219
28800,109.93,64.025,71.81,176.07,39.5425,171.42,295.14,80.88,799.03,32.135,60.35,54.3629,50.95,4763.297
28801,109.8941,64.02,71.795,176.04,39.54,171.51,295.19,80.87,799.05,32.15,60.338,54.36,50.95,4762.994
28802,109.86,64.0,71.76,175.95,39.53,171.56,294.98,80.84,798.5,32.075,60.335,54.33,50.95,4761.745
28803,109.889,63.97,71.73,175.97,39.53,171.57,294.825,80.86,798.4225,32.1,60.32,54.3075,50.941,4760.814
28804,109.86,63.98,71.755,175.95,39.54,171.59,295.0,80.88,798.4399,32.09,60.305,54.3,50.9699,4760.578
28805,109.9,64.06,71.785,176.07,39.56,171.59,295.13,80.905,798.88,32.09,60.335,54.29,51.0,4762.296
28806,109.92,64.1,71.8,176.09,39.54,171.58,295.19,80.89,798.525,32.095,60.33,54.27,51.02,4762.873
28807,109.9001,64.035,71.79,175.8,39.49,171.61,294.88,80.84,798.2402,32.095,60.3125,54.28,50.99,4761.17
28808,109.939,64.03,71.8,175.83,39.51,171.59,294.97,80.91,798.52,32.09,60.3236,54.26,50.995,4761.89
28809,109.925,64.05,71.81,175.82,39.5,171.6,295.05,80.9,798.525,32.095,60.33,54.24,50.96,4761.728
28810,109.8801,64.05,71.72,175.76,39.52,171.68,295.285,80.87,798.46,32.06,60.3,54.23,50.95,4761.15
28811,109.93,64.12,71.72,176.0,39.525,171.69,295.09,80.88,798.97,32.06,60.32,54.225,50.9946,4762.281
28812,109.95,64.145,71.7,176.08,39.52,171.68,295.06,80.91,799.27,32.07,60.33,54.215,51.0,4762.849
28813,109.968,64.16,71.65,176.068,39.5,171.71,295.025,80.87,799.3,32.065,60.311,54.23,50.991,4763.103
28814,109.97,64.12,71.65,175.96,39.515,171.59,295.139,80.85,798.98,32.06,60.315,54.22,50.99,4762.551
28815,109.9441,64.13,71.66,175.92,39.515,171.6,295.075,80.855,798.975,32.05,60.3,54.25,50.99,4762.292
28816,109.95,64.13,71.67,175.98,39.52,171.69,295.02,80.85,799.11,32.05,60.315,54.24,51.01,4762.069
28817,109.95,64.13,71.64,175.99,39.535,171.74,295.12,80.88,798.99,32.05,60.321,54.25,51.0,4762.477
28818,109.9814,64.16,71.65,176.052,39.555,171.79,295.43,80.92,799.74,32.11,60.335,54.27,51.03,4764.55
28819,110.05,64.19,71.7126,176.17,39.56,171.77,295.675,80.97,799.84,32.11,60.38,54.26,51.05,4766.688
28820,110.005,64.15,71.69,176.08,39.555,171.65,295.635,80.94,799.46,32.1,60.3438,54.29,51.02,4765.684
28821,110.005,64.165,71.71,176.03,39.55,171.68,295.75,80.92,799.7869,32.1,60.36,54.31,51.04,4765.477
28822,110.05,64.135,71.75,176.0,39.56,171.7311,295.64,80.94,799.8889,32.11,60.365,54.32,51.03,4765.978
28823,110.05,64.145,71.76,176.02,39.58,171.695,295.73,80.97,800.29,32.09,60.365,54.33,51.01,4766.532
28824,110.01,64.1,71.8,175.96,39.58,171.72,295.5,80.92,799.87,32.095,60.36,54.29,50.99,4765.085
28825,109.98,64.105,71.765,175.98,39.585,171.72,295.56,80.92,800.0899,32.09,60.39,54.29,51.01,4765.295
28826,109.94,64.09,71.7,175.86,39.5711,171.68,295.1769,80.89,799.23,32.08,60.335,54.27,50.995,4762.779
28827,109.97,64.14,71.745,176.04,39.562,171.72,295.0544,80.94,799.3,32.095,60.36,54.255,51.03,4763.879
28828,109.9707,64.18,71.73,176.07,39.57,171.78,294.74,80.97,799.335,32.1,60.37,54.26,51.05,4763.5
28829,109.97,64.14,71.73,176.1,39.55,171.73,294.72,80.92,799.27,32.08,60.365,54.27,51.05,4763.547
28830,109.97,64.17,71.71,176.2,39.54,171.73,294.63,80.94,799.42,32.07,60.38,54.26,51.065,4763.172
28831,109.89,64.18,71.7,176.12,39.505,171.7,294.65,80.925,799.295,32.07,60.33,54.24,51.09,4761.161
28832,109.87,64.185,71.705,176.31,39.49,171.74,294.6,80.98,799.46,32.07,60.34,54.235,51.11,4761.606
28833,109.88,64.19,71.69,176.38,39.48,171.68,294.31,81.0,799.35,32.08,60.32,54.23,51.14,4760.678
28834,109.895,64.195,71.64,176.44,39.495,171.69,294.34,81.0,799.41,32.07,60.31,54.25,51.15,4760.396
28835,109.89,64.21,71.67,176.48,39.5,171.69,294.38,81.03,799.405,32.06,60.3199,54.26,51.16,4760.391
28836,109.9041,64.195,71.62,176.46,39.48,171.63,294.26,81.0,798.95,32.04,60.315,54.265,51.17,4759.674
28837,109.9186,64.205,71.645,176.37,39.51,171.67,294.47,81.01,798.95,32.062,60.32,54.275,51.185,4759.865
28838,110.0,64.25,71.705,176.74,39.53,171.74,294.69,81.06,799.33,32.075,60.355,54.275,51.22,4762.614
28839,110.04,64.25,71.7447,176.75,39.53,171.91,294.64,81.16,799.95,32.065,60.38,54.285,51.24,4764.172
28840,110.0455,64.22,71.715,176.57,39.52,171.89,294.335,81.1,799.99,32.075,60.365,54.285,51.21,4764.172
28841,110.055,64.2403,71.77,176.69,39.525,171.8275,294.71,81.12,800.2285,32.075,60.375,54.285,51.22,4765.277
28842,110.078,64.245,71.79,176.65,39.53,171.87,294.82,81.12,800.86,32.09,60.3642,54.285,51.23,4766.095
28843,110.04,64.25,71.79,176.625,39.52,171.79,294.75,81.06,800.555,32.07,60.3441,54.265,51.22,4764.755
28844,110.04,64.25,71.81,176.55,39.52,171.7556,294.73,81.08,800.77,32.1,60.34,54.27,51.21,4764.927
28845,110.04,64.24,71.82,176.52,39.54,171.75,294.71,81.04,800.8699,32.105,60.345,54.3,51.19,4764.714
28846,110.1,64.25,71.88,176.671,39.56,171.8,294.72,81.07,801.1,32.12,60.371,54.35,51.21,4766.853
28847,110.19,64.25,71.95,176.725,39.56,171.82,294.81,81.08,801.38,32.11,60.375,54.37,51.21,4768.051
28848,110.19,64.25,71.975,176.8,39.58,171.79,294.95,81.14,801.4258,32.11,60.395,54.4,51.24,4769.228
28849,110.27,64.29,71.98,176.87,39.59,171.84,295.17,81.13,802.089,32.115,60.4,54.43,51.26,4771.718
28850,110.37,64.36,72.02,177.05,39.6073,171.88,295.7,81.23,802.7,32.16,60.425,54.48,51.27,4775.286
28851,110.35,64.345,72.025,176.98,39.58,171.76,295.74,81.18,802.14,32.13,60.415,54.45,51.265,4773.936
28852,110.3601,64.36,72.06,177.04,39.59,171.72,295.99,81.14,802.57,32.135,60.43,54.48,51.251,4774.732
28853,110.4,64.33,72.07,177.07,39.6,171.73,296.12,81.16,803.0,32.14,60.46,54.5,51.24,4775.538
28854,110.425,64.335,72.095,177.1,39.61,171.69,296.11,81.165,802.94,32.13,60.46,54.47,51.245,4776.402
28855,110.46,64.32,72.09,177.02,39.59,171.7,295.95,81.18,802.6,32.115,60.465,54.485,51.245,4776.105
28856,110.455,64.305,72.05,176.92,39.6,171.705,295.42,81.11,802.73,32.12,60.415,54.47,51.21,4774.326
28857,110.49,64.3,72.05,177.06,39.6,171.75,295.67,81.13,803.085,32.125,60.43,54.48,51.195,4775.281
28858,110.485,64.31,72.04,177.1,39.62,171.74,295.74,81.11,803.43,32.14,60.45,54.48,51.23,4776.512
28859,110.495,64.36,72.03,177.08,39.63,171.63,295.77,81.1,802.98,32.15,60.46,54.49,51.26,4776.411
28860,110.41,64.36,72.01,176.96,39.61,171.56,295.62,81.08,802.03,32.13,60.44,54.47,51.26,4773.684
28861,110.34,63.81,71.58,176.68,39.35,171.82,295.1,80.91,801.335,31.94,60.44,54.41,51.25,4768.755
28862,110.22,63.97,71.49,175.67,39.26,171.54,294.43,80.95,802.272,31.95,60.45,54.24,51.26,4767.271
28863,110.25,64.105,71.58,175.775,39.2,171.1,293.76,80.913,801.5,31.91,60.41,54.29,51.32,4767.105
28864,110.3101,64.35,71.56,175.84,39.14,170.36,294.8,81.21,801.25,32.1,60.34,54.275,51.37,4766.614
28865,110.22,64.17,71.54,175.87,39.03,170.535,295.05,81.34,801.9542,32.02,60.3,54.28,51.38,4765.781
28866,110.197,64.29,71.44,175.745,39.0489,170.265,295.48,81.02,802.26,31.87,60.3,54.25,51.25,4762.918
28867,110.09,64.38,71.49,175.92,39.14,170.0,294.98,81.18,802.8,31.92,60.2986,54.33,51.29,4763.22
28868,110.1041,64.3405,71.75,175.99,39.13,169.97,294.92,81.3,804.08,31.9,60.275,54.47,51.24,4764.038
28869,110.04,64.46,71.56,176.525,39.17,170.1992,294.2994,81.36,803.64,31.88,60.25,54.54,51.41,4765.895
28870,110.03,64.45,71.68,176.24,39.1899,170.485,294.101,81.3401,803.77,31.885,60.245,54.55,51.33,4766.934
28871,110.115,64.68,71.8,176.26,39.34,170.47,293.516,81.45,804.02,31.84,60.3136,54.56,51.445,4770.175
28872,110.04,64.61,71.84,175.97,39.3,170.594,294.02,81.5,804.0283,31.74,60.29,54.55,51.38,4768.4
28873,110.03,64.67,71.8,176.46,39.26,170.86,293.49,81.57,804.0275,31.76,60.4,54.52,51.44,4770.055
28874,110.0861,64.6325,71.76,176.355,39.26,170.95,293.5,81.455,803.3843,31.81,60.384,54.51,51.39,4770.27
28875,110.04,64.54,71.65,176.37,39.25,170.87,293.2983,81.52,802.52,31.66,60.43,54.48,51.34,4768.191
28876,110.01,64.44,71.52,176.055,39.22,170.89,293.24,81.435,801.94,31.59,60.36,54.44,51.29,4765.683
28877,110.07,64.36,71.6,175.97,39.26,170.86,293.6225,81.47,801.585,31.69,60.37,54.48,51.32,4766.705
28878,110.07,64.44,71.57,175.93,39.24,170.65,293.915,81.485,802.1201,31.66,60.35,54.44,51.23,4766.557
28879,110.04,64.45,71.58,175.905,39.22,170.5,293.8625,81.35,802.16,31.6,60.3,54.41,51.24,4764.55
28880,109.98,64.4665,71.55,175.83,39.23,170.4801,293.81,81.2,801.83,31.55,60.325,54.38,51.25,4763.114
28881,109.87,64.47,71.45,176.04,39.15,170.3285,293.68,80.99,801.0,31.58,60.25,54.39,51.23,4759.473
28882,109.88,64.42,71.46,175.95,39.13,170.65,293.83,81.035,801.37,31.59,60.29,54.4,51.25,4762.133
28883,109.85,64.41,71.4,175.98,39.15,170.7,293.97,81.0,800.01,31.58,60.28,54.41,51.24,4759.598
28884,109.87,64.46,71.51,176.0,39.17,170.55,293.9,81.18,800.489,31.64,60.315,54.41,51.27,4760.943
28885,109.89,64.45,71.44,175.94,39.167,170.42,293.385,81.115,800.05,31.56,60.29,54.42,51.24,4758.979
28886,109.92,64.55,71.42,175.99,39.171,170.62,292.82,81.16,800.0,31.6,60.28,54.42,51.27,4758.452
28887,109.93,64.6,71.39,176.0,39.175,170.8,292.975,81.135,800.0574,31.62,60.225,54.42,51.24,4759.587
28888,109.92,64.61,71.4,176.14,39.17,170.795,292.835,81.205,800.29,31.63,60.2,54.393,51.27,4758.935
28889,109.9,64.66,71.52,176.183,39.18,170.72,292.7,81.22,799.77,31.605,60.21,54.4,51.28,4759.092
28890,109.92,64.655,71.58,176.08,39.2,170.88,292.69,81.36,800.48,31.61,60.22,54.36,51.27,4760.943
28891,109.94,64.72,71.56,176.1,39.19,170.77,292.79,81.39,800.78,31.63,60.295,54.38,51.265,4762.836
28892,109.9,64.735,71.5401,176.08,39.23,170.71,293.08,81.49,801.0462,31.65,60.31,54.4,51.28,4763.641
28893,109.89,64.75,71.66,176.02,39.24,170.39,293.3,81.4956,800.97,31.62,60.3,54.37,51.29,4763.732
28894,109.89,64.75,71.59,175.805,39.255,170.29,293.305,81.44,801.0,31.66,60.306,54.37,51.29,4762.205
28895,109.9,64.73,71.63,176.0321,39.25,170.07,293.63,81.38,801.895,31.71,60.32,54.37,51.32,4764.544
28896,109.87,64.665,71.63,175.9,39.24,170.01,293.7,81.44,802.13,31.74,60.2712,54.34,51.28,4763.785
28897,109.84,64.63,71.6,175.89,39.224,170.03,293.84,81.3325,802.9,31.7,60.285,54.31,51.28,4764.221
28898,109.72,64.61,71.58,175.95,39.208,170.01,293.76,81.38,802.755,31.705,60.28,54.282,51.305,4763.608
28899,109.83,64.62,71.57,176.005,39.22,169.95,293.7375,81.41,802.66,31.75,60.3,54.28,51.395,4765.176
28900,109.8,64.6,71.51,175.9,39.21,169.8,293.71,81.37,802.34,31.745,60.27,54.29,51.4,4763.348
28901,109.81,64.55,71.55,175.92,39.23,169.8,293.615,81.48,802.19,31.77,60.26,54.33,51.4,4763.071
28902,109.81,64.59,71.57,175.83,39.25,169.87,293.52,81.3,802.0215,31.81,60.2235,54.3615,51.4,4763.13
28903,109.79,64.63,71.57,175.71,39.3,169.825,293.52,81.2799,802.14,31.83,60.21,54.37,51.41,4763.058
28904,109.79,64.6,71.51,175.5474,39.27,169.645,293.49,81.36,802.54,31.865,60.2,54.34,51.38,4762.473
28905,109.7744,64.55,71.4675,175.23,39.24,169.57,293.29,81.285,801.6277,31.79,60.165,54.3,51.35,4760.685
28906,109.81,64.52,71.52,175.29,39.23,169.62,293.07,81.25,801.61,31.745,60.17,54.335,51.38,4761.033
28907,109.8299,64.51,71.5,175.315,39.27,169.61,293.53,81.29,802.14,31.74,60.1666,54.29,51.4,4762.439
28908,109.82,64.49,71.49,175.18,39.25,169.55,293.56668,81.4,801.915,31.75,60.1666,54.29,51.39,4762.125
28909,109.79,64.43,71.5,175.11,39.24,169.42,293.60333,81.44,801.69,31.75,60.17,54.29,51.385,4762.202
28910,109.815,64.45,71.53,175.17,39.259,169.57,293.64,81.54,802.2679,31.76,60.18,54.285,51.42,4763.232
28911,109.89,64.4554,71.58,175.36,39.27,169.75,293.73,81.45,802.1932,31.8201,60.235,54.24,51.43,4764.785
28912,109.94,64.41,71.63,175.41,39.35,169.5665,293.66,81.58,802.75,31.82,60.235,54.24,51.43,4766.313
28913,109.97,64.43,71.64,175.4838,39.377,169.69,293.63,81.59,802.53,31.77,60.21,54.2344,51.43,4766.06
28914,109.95,64.45,71.69,175.4071,39.36,170.28,293.71,81.53,802.48,31.825,60.1693,54.2356,51.48,4765.503
28915,109.97,64.46,71.61,175.4,39.36,170.2,293.6,81.58,802.53,31.84,60.19,54.22,51.4697,4765.479
28916,109.995,64.535,71.74,175.47,39.345,170.52,293.81,81.6,802.255,31.88,60.205,54.27,51.478,4765.95
28917,110.03,64.55,71.77,175.57,39.36,170.6,293.43,81.53,802.25,31.87,60.23,54.29,51.47,4765.937
28918,109.968,64.5,71.71,175.48,39.365,170.61,293.12,81.47,802.73,31.85,60.2666,54.2918,51.41,4765.566
28919,110.03,64.51,71.74,175.5,39.34,170.86,293.15,81.47,802.99,31.87,60.265,54.3193,51.43,4766.471
28920,110.045,64.51,71.71,175.51,39.367,170.805,292.99,81.43,803.53,31.87,60.265,54.32,51.46,4766.684
28921,110.06,64.48,71.73,175.6,39.36,170.9,292.93,81.38,803.06,31.92,60.26,54.3,51.43,4766.38
28922,110.1192,64.53,71.78,175.83,39.41,171.06,293.06,81.43,803.64,31.935,60.3155,54.3,51.45,4769.152
28923,110.1,64.49,71.7768,175.8399,39.41,170.9701,292.98,81.4,804.0,31.91,60.3,54.26,51.41,4768.665
28924,110.07,64.49,71.81,175.786,39.39,170.994,292.9,81.3725,804.0,31.905,60.31,54.26,51.38,4768.315
28925,110.08,64.52,71.8,175.73,39.36,170.865,292.86,81.345,804.14,31.905,60.335,54.26,51.4,4768.143
28926,110.1,64.55,71.8,175.81,39.37,170.85,292.87,81.28,804.41,31.955,60.335,54.21,51.4,4768.753
28927,110.035,64.54,71.76,175.675,39.35,170.78,293.17,81.32,804.26,31.96,60.34,54.19,51.4,4768.456
28928,110.07,64.55,71.8,175.63,39.4,170.89,293.1756,81.31,804.28,31.995,60.34,54.19,51.43,4769.739
28929,110.05,64.55,71.82,175.6,39.38,171.105,293.42,81.26,804.7,32.01,60.34,54.1957,51.44,4770.35
28930,110.04,64.55,71.84,175.55,39.38,171.0017,293.19,81.28,804.5,32.05,60.34,54.175,51.43,4769.853
28931,110.07,64.54,71.87,175.4,39.4,170.985,293.36,81.22,804.7,32.09,60.34,54.17,51.4342,4770.09
28932,110.04,64.46,71.87,175.34,39.415,170.94,293.32,81.23,804.11,32.1,60.345,54.16,51.39,4769.256
28933,110.01,64.4,71.83,175.32,39.37,170.79,293.22,81.15,804.0,32.11,60.335,54.15,51.37,4768.1
28934,109.985,64.33,71.77,175.18,39.36,171.0,293.24,80.96,804.0,32.17,60.34,54.13,51.34,4767.368
28935,109.935,64.375,71.82,175.31,39.3882,170.85,293.255,80.94,803.96,32.19,60.33,54.15,51.37,4767.563
